#Object       u60  vst  v40

961           1.0  0.0  0.0
962           1.0  0.0  0.0
963           1.0  0.0  0.0
1461          1.0  0.0  0.0
968           1.0  0.0  0.0
969           1.0  0.0  0.0
1460          1.0  0.0  0.0
1454          1.0  0.0  0.0
1455          1.0  0.0  0.0
1456          1.0  0.0  0.0
1457          1.0  0.0  0.0
1450          1.0  0.0  0.0
935           1.0  0.0  0.0
1452          1.0  0.0  0.0
1453          1.0  0.0  0.0
1462          1.0  0.0  0.0
1458          1.0  0.0  0.0
1459          1.0  0.0  0.0
151           1.0  0.0  0.0
153           1.0  0.0  0.0
152           1.0  0.0  0.0
155           1.0  0.0  0.0
154           1.0  0.0  0.0
157           1.0  0.0  0.0
156           1.0  0.0  0.0
551           1.0  0.0  0.0
550           1.0  0.0  0.0
1466          1.0  0.0  0.0
541           1.0  0.0  0.0
2942          1.0  1.0  0.0
2941          1.0  1.0  0.0
2940          1.0  1.0  0.0
959           1.0  0.0  0.0
958           1.0  0.0  0.0
1052          2.0  0.0  0.0
1053          1.0  0.0  0.0
1054          1.0  0.0  0.0
1055          1.0  0.0  0.0
1056          1.0  0.0  0.0
1057          1.0  0.0  0.0
951           1.0  0.0  0.0
950           1.0  0.0  0.0
953           1.0  0.0  0.0
952           1.0  0.0  0.0
955           1.0  0.0  0.0
954           1.0  0.0  0.0
957           1.0  0.0  0.0
956           1.0  0.0  0.0
NGC5466       1.0  1.0  0.0
1446          1.0  0.0  0.0
1445          1.0  0.0  0.0
1444          1.0  0.0  0.0
1443          1.0  0.0  0.0
1442          1.0  1.0  0.0
1441          1.0  1.0  0.0
1449          1.0  0.0  0.0
1448          1.0  0.0  0.0
1050          1.0  0.0  0.0
1378          1.0  0.0  0.0
1051          1.0  0.0  0.0
1356          1.0  0.0  0.0
573           1.0  0.0  0.0
1375          1.0  0.0  0.0
1467          1.0  0.0  0.0
948           1.0  0.0  0.0
949           1.0  0.0  0.0
946           1.0  0.0  0.0
947           1.0  0.0  0.0
1049          1.0  0.0  0.0
1048          1.0  1.0  0.0
942           1.0  0.0  0.0
943           1.0  0.0  0.0
940           1.0  0.0  0.0
941           1.0  0.0  0.0
1472          1.0  1.0  0.0
1058          1.0  0.0  0.0
1470          1.0  0.0  0.0
1471          1.0  1.0  0.0
1059          1.0  0.0  0.0
572           1.0  0.0  0.0
